0,0.8872451882902834
1,1.962063234269703
2,0.11386237444055962
3,0.14094444444444446
4,0.24779563585873093
5,0.84952066020314
6,0.3189400879924681
7,1.0246823283777955
8,1.2102050994981652
9,0.46352600680796724
10,0.7908597322132259
11,0.09859716068696862
12,0.8445151418660806
13,0.13253159832352962
14,0.2131967617553732
15,0.04109795694875872
16,0.5440815095959917
17,0.22486078078110072
18,0.029960820819370643
19,0.5197707797743752
20,0.3122222222222224
21,0.19372939586301036
22,0.42018513386431877
23,0.050075763071522804
24,0.019505568153979563
25,0.7721010471645109
26,0.584399647444886
